TransID,CustID,TransTotal,TransNumItems,TransDesc
1269,192,785.21,8,OHkhLjClREkRlYSiYXvMDcBTwOdwuTFSKnzhdIzWBqn
1270,19,80.52,4,WjVRpOFkEGsWmJtJgCmzNtsSteTeijkYpPt
1271,185,1109.16,9,bWmOZNSVEYAErSfFbYVjruIbVtbMeKzNulMYpeTDjevAmidhV
1272,30,705.88,13,mssElISgkxtsZSSKAABxiKevYtimALqirojQKVeCHhmkIhTK
1273,53,1299.58,4,maFgGZofEzlrAsrjhakDdEqhqpXMIMgsHdsawENklAEefGGxds
1274,17,1833.15,7,FQAuAWHBiQJUcMyVQsmuwHxrfKPyS
1275,60,292.22,9,aJdlOHDKisvwSdgMurLPNEmHpPmZawsXBTOyJK
1276,51,1625.63,7,svqtlvlMIsrMfRlcWWgMzlHRqnBchedrFAh
1277,7,1941.36,8,EQnSvvneMDcFuMiMnziEGPzOwvA
1278,180,649.43,5,LFZshFMKfGExbCLxOmBCZOZdvlyTBgraVHzByshCLgoeYxTft
1279,182,1679.13,8,yzPXapAlVEnaPtdgupyZXNYEYYKyQcSIJYQDirNUzPzLoy
1280,118,203.03,6,nvGbsWfIUtnXSADfhnxmuJvlbnPhTEZWsbSWqNCno
1281,142,336.21,7,KOHncztuxVDIukfqVWbBqNOAq
1282,20,452.35,2,NrBKrhIMJzqbELcJlZpUWhAdUYfGMiOGjUqYptTQs
1283,91,1511.15,2,NzOOUqvtmcjYiZELMrUvxXkutqymaxwpD
1284,120,782.62,1,kigeMzAjVhgbfpeEWeoacquwWyTmoLxxWeHuNISijHbZTjovWb
1285,100,198.0,8,CXXiLAqCPDpePxeSYQhvugVnkGg
1286,149,1104.54,3,xjzeTVukRIBTKNsnoWzMIVdfGNVIxEZBvGMjQmMkkJPkNymN
1287,89,618.9,4,LEyKplBthYIcsgnXmnmExQLyUBbMpcogZt
1288,62,591.98,11,HiceIsDkYBQelkzGRPpv
1289,160,343.06,14,bGvfpPRBQqfAnKnAlqVv
1290,30,1450.77,8,xrkKBVMqUYnoAAlomBpGdFRnlsupFXSTw
1291,103,920.2,6,GWhhOuSGfMyDMYJiwWUdBHgMCDgmXTMqx
1292,161,1274.48,2,XKXEMEFZJujdBxcdPRpNzSOUZAxGMxFOayQQXbLluHvMA
1293,8,1218.81,10,CZqDcmXPdDrYPBXrAruPQFupPQQdWCNfZQPuxXsgyKYqJeAisG
1294,11,1986.59,14,DhrCaqzCBTOGXlOFCjcUoKGDbuUGROSItsGKlZaN
1295,9,1221.01,10,nKtqCSLtmqHFBJfwwXIQCsniOsFnFa
1296,190,1449.34,10,QkfVWwQLIlxfeGoPYPtwKTjENiYxm
1297,9,516.29,10,YXqdWLZOPjCFROgSekurbublgztGnlhmZiHTN
1298,169,1804.82,3,pEsYPcUXglTTKqkHGUdCrdNErkqDgOtsRHYVyuTya
1299,177,1863.7,7,uJejbXSNjcsgigPFXlIBPPE
1300,87,1171.57,2,obybjDaYBefdYxLLAzQo
1301,96,444.73,7,vwfJnVmAhjItjzGLpfLDabxqAqdxvaiYvSmKhMxIqMNcmPMX
1302,176,332.68,1,rqlgqSupyVTmPjCZqhrcmFZX
1303,188,1327.82,14,rVjWbDkNAVTkvNJbDrzECTVZwRlYdEZDCfbK
1304,105,65.76,10,MwWfUcIkBrGkYXqEhJMSsSEeXWHopwyJyiRjUOzI
1305,138,489.89,5,HXtNwkoFKNCYrgoHdRoiyFELlIrqHoh
1306,15,1693.16,8,oVEyWjtmKRFtXsdQgshljUq
1307,147,899.41,3,NByieCbSCXOTnxKJmRwQCcyPHFhAXFTIbBvbDfvNyHLwlmr
1308,167,962.31,10,vXGhYXlHRdBVLnRACotPlwVZHafPsyDeAVan
1309,113,1998.4,15,BrOVrVQDayVBRmSHTRENfFdHYnoR
1310,133,1517.97,10,uApbNaRdPnUmCfAoPPhlZzdyfvYNKGbT
1311,71,1829.95,8,moBpKQfdQrIBGcvZbBiHPWIDUTzRjrSMt
1312,8,975.26,13,GbyEsMXtHaVHvQSQdJAucZkLOGxBJgY
1313,81,633.33,7,YXNYBrSWUWUXVPKkEvonaja
1314,107,490.09,15,qKrdrWaEFvssPBdwGiAfonPduVkS
1315,14,702.51,2,rKmCOgWYKdeUfEfkuXzRjqQvIlFcvnyAYugANWesPCLMVfZd
1316,16,883.72,2,sXAjckOirrAeVSDUshIfQ
1317,79,333.71,2,PERJQbXeNRNVOxFYfLVnznfYznRSiPukLCIuEL
1318,30,1042.23,9,MdQbCqxKsAigYLIitnwWzksyPQbgZiKLGtkLY
1319,15,301.41,13,ivPcUSsHhWrWEthJLspQljzrRytDnOwcYwmFl
1320,80,448.11,10,XOsVKxwzUrpywruodDGELtjHriWOQZbzPJmLEzhaQl
1321,169,1221.53,6,fGYmgayuWRHXNLYjgkZiGubFIIZrxHHPra
1322,172,977.96,5,okFKvSyjNUSaodrmNkzsYDxtiq
1323,27,1055.22,8,CMddhRPeWvxxmCgXvvuOcaeJsTkdqUmHXcrFR
1324,108,1110.32,4,aTuVxoerRCbTcVNqxLxzVXGkNGnf
1325,9,669.47,7,mzZuajMYVsOHpYKAfDWTh
1326,121,1507.2,1,zbWedDALJyOtRxKWZNEfOGgevkMktJP
1327,144,1757.54,15,dWhZAqjZHwKuctpHeCaBUpzRPPWKhDKH
1328,17,1207.77,13,OhylECiZbuboLRAxcOKkxkwLeESiMahZttjPinwF
1329,130,630.03,8,qqUVpNqNxSosgvOljdtwvyWklVrJrfdhFMYJIpcBlupNaWC
1330,77,1754.1,11,sjPDqTKoGRtplYEJfKUxZsrFkTmYdbC
1331,176,1753.25,10,GzreHYGtFUALixveDwMFy
1332,190,1768.6,12,cVmTiLNkjPGlFeImKQEHyrhVlMjvBHHKyQQeLYhdoLMwbh
1333,117,1566.55,7,QtJvxhqwEwzsPkEsEVZdiNvbEXohhFLlMNRcdPdaR
1334,181,1943.56,15,AerCDBaGgWAMuLuZRFUwIW
1335,170,1774.08,13,KFXjYPEZEhUGJGNXYtRRTRfoTMrxUOwknqUNgYMsFkmQvGbtic
1336,17,1241.37,3,McOuogQnOxGymdtdRgoSPOXCNLYIraCUUnThm
1337,160,775.65,2,ljqJoKgKtbgoJOcwpWSBaJjpTVtZJl
1338,173,1014.1,13,UiySJQwnmyKHSNLOeJKGkcGuoSexjcyZFHLXglLxosefIBIid
1339,72,1580.58,11,HKzvVKxcCKGNfHEhdimdRwC
1340,71,359.45,13,EtbfAOmtwBVPCJzjRIIjYN
1341,30,116.11,14,vHXiDrMcfDqzOGTGhigCDXCBrEtqQG
1342,133,1375.82,5,gNxsZmJwjawTniAfONUxDeogZpGuNlLQoZljJRVV
1343,137,718.46,4,CzFiJJruWbUejysdNgWDsrkGzz
1344,150,1705.8,4,THAIvbRSPKvNjRMTYAPSBsg
1345,158,1005.86,7,AporgzJpcVYTCWtXedGvZ
1346,182,579.65,11,aJuhwSwpwijwkEiGtAaSEweRgaFzyMr
1347,156,57.79,12,UakOVicFGlvdfEHGbGhJlNIMUwDKSCCPS
1348,73,887.45,1,TdmkkUTtkzYYgFPZwwduWiXtg
1349,170,1575.05,9,DlMmnErpbFWUiTjpHmpzMmRuGygX
1350,56,61.65,12,cueOvFcnQxYOQvhjqBppnVpETQcjcDYOCWmEUHUlC
1351,155,973.07,7,DfBgRGRIHYmPbAWOWXqiKHICcWNfkSKiBtu
1352,200,1219.89,10,RwpmbOTImxNGpSgNdNBZOOcPFpJmQO
1353,130,1824.97,7,KANTyEkPlPDEmYdLZPuBybDwRaLpODnerPq
1354,147,1200.16,5,BVfQOYUrruazcIsfoWDAIQnuQc
1355,14,837.48,1,UVcPieCNXCBXoLdzyttFzXilnSeHtbzP
1356,78,1544.08,2,qquFxpBVQBaHKNlxchdcfwOTw
1357,127,223.92,12,fekYviTCNMSPnBsOlJqeNEcfhEvedULfSkCA
1358,130,245.35,2,DMAdHWjjXYmIHRJZHjadndbdfTwnMVqRQwwBceIXolievz
1359,132,502.4,7,heBpsHqgsdNREgwkFLhv
1360,92,200.24,12,brXSGAkfSaURoyQTSlJZJhXnXRiWPHTYx
1361,66,214.54,3,hasHpgDPVlImmDroBRBFXKMhAGktIYScOczlUcsAXKDgHkdVZD
1362,161,840.33,12,hgyroQsoPqfxmHfVQvYlNZgTMAeDwCTXs
1363,49,1581.65,14,IgiFqGYqgfBMfTjXihPJhtRuQRsFVchAtkTnezpKYrSPA
1364,19,492.14,5,KAFGAJarsHAYHpxrQYFZdWFFwAbNqezsmsNdtbBDwCunvaZGW
1365,26,540.58,4,YxHfapvGlpypHYZCmbOtyDnFqrBHEWecpXtQx
1366,145,386.99,10,luZLzBkXRqvcnWdkXHOcvXU
1367,106,1880.88,1,BBSwUhKkIMrreFsjtowliULZqPNXFIKpw
1368,68,1909.91,6,QlkDUwxdFurXzcxDGMlMeilIYfHIVfwoUWTqxI
1369,117,1295.45,8,bubvRPKTVWFPuCEelnnVgQAtDxxdngAFGfHalxIG
1370,111,450.34,11,ERyuSJtpnAHaJUAGQWqTZTzqVfUAdhQuDiEDWbnDv
1371,144,1759.36,12,BCcxXctGKLxGsVPlmbxItJijgzAB
1372,127,634.66,7,BhGisneDDMTOQKVkGsmELzlyloUFnqLj
1373,82,1003.95,7,nTIojmwJibgCuGCNZhOgOyiaZ
1374,169,1787.96,2,JkPaNuaksQHEniJmXpqGPJrGHRcPPXWAQjubdOjVGikDE
1375,60,1344.23,11,QJqQnnzRVOVMqpRdjpzCxoqVqPFzgYVS
1376,104,227.79,8,BscBOowibYwNiUXZFCwsyB
1377,102,1726.84,6,RmFJKDLoOzVhHZMMJgEY
1378,43,1093.51,3,ldygLZThuyMxOBYHvHIQKCtZitGsGzsaUCTyoBJccMAfJ
1379,198,1930.34,11,pHUCZkFRoRCxwMLaDjxyGNRXJwJjMa
1380,114,711.52,9,kzHrssvqKHzasYiyGWbVQWIcDcfhuMegA
1381,197,838.33,9,ugPPdzVYyKlkQRRyzzwauwkfTDOTPWJrCPFnAUBuKVUBHoat
1382,80,1283.98,10,NzeHYyYPIAqkWdZRjrQtBoBSxu
1383,157,823.94,5,SmumxpUmvGAeUqkdZeHzwVxsKGh
1384,102,1819.92,2,YvdHZxZNyZyamWmGotXUGvxtMkAE
1385,158,1369.1,6,eRdYRpMZjhTwzWOCOmWBekLyVPqFJkzRfNkiqgso
1386,84,1576.71,7,dfFMQYEEkKZdniBBLUfPrphVPmvUCdxDQOJ
1387,86,806.4,4,BIjwqQTzZIyXsJHjfDKmaBkAabWJHQDehSxgWUREqTA
1388,124,158.97,4,ZyWRLhozvuvofkSyTgrmFPyMMLsHVwEeYOyyrhzNwGRRMQgZf
1389,50,1623.62,14,ooNTwMVZLPkzBtAoaYmZvwBfWYWijpgdaKxS
1390,110,203.32,6,LMWMRYWOFbyEzRXmuHLjGjTttXdAVlVygLxLoxaRu
1391,181,840.58,10,OGUXuYQyhADjTjTzyvsJYbgzdYjUWsEnTZlwTFvqaCJU
1392,192,966.75,3,BzStfzdaFSLdKvCSZvrjXFNGSK
1393,158,1684.93,4,EcEEAXNPlbQtHciTsbKNFCQjNPlHKebyJGCZAQPnMQ
1394,4,629.62,4,ivohGJavYuLCkfTlszYRJDWzUFBoPoObNgNlNjk
1395,6,930.6,13,qiEbrIYmbTFbhQPlrkXtP
1396,1,1813.07,3,gWkpUujYDpvjIfcXYoCJRlaWjOgNiIwobFcVJtp
1397,16,1688.39,15,pjIdasgpjIwvFaCVdGYoQovzyEbpdzKkZRUvclieQCcDTEqwiA
1398,121,965.03,3,ORNWzULwxRKmavTJFdcruEltpgxIbwAhFbugFLeGMAoXyDA
1399,137,1584.1,1,iHFxyFrtbIzXqgoaKryhHGtvmMjkaePk
1400,157,1466.05,7,hSESCZwlEjVWhzWyAkUqkHcFfZyIXrPLXVoTMfYoZbKEwiIhm
1401,89,170.53,10,DkUnifSibOBBHUrFhDHyBnQhhBVvPLLd
1402,145,1240.35,12,dqJcgFZmMgCdWZYlVWyTeH
1403,194,1891.27,5,SjLQKWfukWVGRclxduiiWjvJICpYchYYZmuPztqmi
1404,98,1882.09,2,wQvOosICznDpgUTnuedUwdMVPJCojSwPuBvX
1405,60,891.2,12,TlGXtvuXbEGvRwxVBHNDNYQImfqXkDrEMCsHqxZMIpeDtC
1406,98,993.51,10,pCnKuntrJQvCZjoNCuYSYzZtCA
1407,38,645.89,9,lnwBhAhLwVTSbNnznpcAZHGEKMUqNVKXKPFoorENnRooh
1408,99,185.16,13,uGAEEUxdeJAZBnmtoRStxuTVudgHxZFAhWC
1409,196,568.76,11,yPUEHlyOuBYOMofirfMwDpNSQtMSAKxktEiDyKtIOflP
1410,199,1851.72,3,WkeOepuSYGhKWdeYunsE
1411,63,558.56,8,VitgKDxqNoCTXwetjKXtgymEBurDhD
1412,145,370.46,6,FdvdzaHkthWqYAnAbeQakT
1413,86,871.06,14,hniVkEOotMHReHvAamLxJmjxOQwsLEPRWHZnjBhLvAOYxW
1414,174,1556.01,1,YhTXGJKGaeHXyPlqXhYlJwYBxuxJ
1415,24,1511.13,12,mumKKOZtHdVWvlOOJRLKnfUMl
1416,103,1467.89,6,reWCaTNahaKHFNMaAEuEaGGsFrfZPWge
1417,144,174.13,10,bcLlzfJsPUemxQhtDZVmCzjOeap
1418,40,287.37,7,YBfiHfSMIMYlOmjjxzImlNkGsOeQ
1419,98,1364.32,5,QuAtmrBaOVaqSZQqbKQxPKHloEbWljLkjOqVEJIcLMhUZt
1420,110,607.66,6,eXXILQhgqtTrScrHwcIHlawnvPVZmmeMEfrHsBDDQFQUNOTs
1421,161,1686.81,14,xLODeGKTPHIUeMFRtydniceVOQSRxVUyKkLoJA
1422,167,243.65,14,BslECpdeUnUyPaoixhAzUKPOUXjauanoedveHrcMmGOjqhUM
1423,137,518.35,12,xrDSosjFNrwVlRJHxehklAoxWjFgtLBBRKyuDUsMHD
1424,81,647.78,9,nciOnsYokrHZMrqdntLioiQ
1425,160,581.72,7,AamMVQkYPFIjyUXVuAVppnk
1426,55,496.27,4,nEYIFVvTLDJwvNGpCCvmAoGbUDqmLIXjZvsxFtrIjkrttcyMTH
1427,196,1582.55,7,poZsPhmGVMGEgOvrtXLqODXPTxJTiSKnrGeLuNYIYWsJSt
1428,199,1550.02,13,PirpIomkflJcLitByyyjdcLbeGxqGWwWcRAKCLvVBzoPsQNxDF
1429,80,1531.2,10,LLRzeAEMgNFcetJdCQiGMdL
1430,25,1968.5,6,DzkGoCcjnPEHlpJzCpolaRusdxzvMceoBOhCVBJKDpT
1431,40,1779.11,6,kBaxEVobBnxkznEWUdCipvbb
1432,191,1986.75,13,BABXgVJAGtKfLbxyVdHiIRmIa
1433,116,747.38,3,paLaRNlSrTpnFEXIbcnBrtXUPcpFurRgSvwfvxwKWkDCkI
1434,117,1091.68,3,ECpuYfvAtIUfuPGNltNPnNoGrZ
1435,73,36.15,10,ylKiXrBdBmhzGDjmSrTe
1436,124,1916.83,2,RDjvFYoqEMFazcXyjfrstIXNrFPZcpKHRlHztQPTNZWOFMzFBU
1437,115,1102.28,7,iznmwsLHKwllYHYIlzPRKBf
1438,164,237.75,7,RwwTZEEqJSPgOjIpxjmSYS
1439,161,1857.44,12,vdHerPxXCHnYFvMXNcqxQrlD
1440,54,534.75,13,kLHiyFRxnuymxVdhuHJcgBosoWHDddijirfBK
1441,130,1851.55,11,WYVRLfGBlOYlaTwEqNYZgrxFRMEwkjWdMVDzwuQvJFhDM
1442,62,1633.07,2,xuVbjkWepfJaZjPNnIAANMWVnS
1443,199,369.74,3,NpfFuzLWZHVZFhYhFiBoOtmbfrOPkkAFyLeXQIheGSJoR
1444,126,1488.2,14,cSKVqKKNLQzyOjuCiLjK
1445,54,45.25,11,ihSvRnAhhqdQRkYyWHCbh
1446,81,971.42,10,lGconkjiKeKsysXDDXeT
1447,18,1973.5,5,khaWlmUNeyKJXbsXJzwzXjHIntPZfbKIFGCLTgShWZxWBxMDMK
1448,35,267.58,12,sHyJaNswwCpXhreuyAwbmqPyphcg
1449,40,153.68,15,OWbcHEyUASsTkfuFyhlOMOLCRmMh
1450,131,1128.26,5,IaDzFoxexKayorMinGyToIDHDLxuTlvHnXxVEBcPWIWKxK
1451,128,570.41,7,FOdixHXlieZOYfCEYueFzuhw
1452,96,314.67,11,PbSTVtvcGQQRRGjAfxIwCHntKaBzmbfqmv
1453,43,1126.46,7,hICAtUxlVynXfGnHbVqXFs
1454,128,868.4,8,sKsqRfMMOYxbcWABhwDxRUB
1455,115,1481.61,13,ECTqpXjrikwzsxUBAlbzKUeyoMPddZvnAOEJMo
1456,132,34.27,2,lKmnvltODzEACIVzcjcYHvSXwDePofol
1457,42,664.42,15,MlgXsidfkGSBBqtkqPDrQNh
1458,131,95.01,9,mqBjhzXTnmBPJJpDZqoUawhmWRj
1459,62,361.77,12,CbwchCwWwtQUhLBGMoAXuMyAjAojQBNMxhuRROtz
1460,124,1400.24,9,hwHFmrBtGwBMYjaQSKyIITwCRUEKjx
1461,45,61.99,15,LomuKqadmsdpDyaikGTAEoznCshRUqqRBjGloLNqkSboIOhbIc
1462,157,1040.67,12,zIwKcvliFCvXsIUBDvUlsOwNMXcpCcRscsSW
1463,133,1735.71,2,KqLwoYBlxrbqJiSHsYTpAYtKV
1464,174,1386.46,3,XSbnQygTrUBJYCBpugCnoyEzUlATnOSJrWjXRaOOfnJczJvz
1465,193,1325.34,12,NzwgflUDvhoJUYazERMZKsoybvSYZaQnSfnRYGBysX
1466,5,1413.59,2,HMrzOXFFIavZGymrLHuzZnotudquvAWoDpqqBMD
1467,46,1622.85,3,EytUSGMrVObLHBQZqdXCEUoftn
1468,99,144.35,2,VBEyzBPDEndQYCtjUBcQGBCMKbKDo
1469,132,629.62,1,gXiMXBLnLfPVdRLyHPHzCSwlhmms
1470,27,138.18,13,AxcZJlWFCdhkjOLbVaPfZVUsFXBqgbWvmJNrZyceXhwQf
1471,163,745.18,13,sVRVvCCblryTnkPXFdJJDjOvamdGKNQYb
1472,199,342.25,14,OOYZXvXKuUUwScrUdzRqfhNXcFhmxO
1473,162,1777.91,13,AqjNovusRcEqQHTDsHJVB
1474,38,526.66,6,BcnzxMiscfHIjyqyCVlgdkmUNozVzqVEJaioetaUCqSpELBpS
1475,109,1825.97,8,nPgsoVdzfsPAoeBBdxmJGEiQOWUMXsbOFSmTjujcDZKxRLc
1476,29,1743.88,15,gfxYlihFNQqyPPWoRPkSqqRANhmqOpdtwOjpnvrjLeHkblcqtp
1477,125,1130.66,4,hVwVVBiphiUVqjIXYEaNAHKVOyMYDpEtCGEHyiaywVHkcOOF
1478,30,1797.26,12,nvuXEcryjZrhxqFFiaahpo
1479,66,666.5,14,GbDQuYdzdnxBNqlaVbuJOKCGyRzGctulOhonRHMlyGnz
1480,10,208.6,5,GhxassbutyYRCYJjhEcLNcvXtdMUT
1481,32,536.72,5,sLEZYCqIMuFRpauxkpKfqussUovh
1482,76,958.73,8,ysLnWyixNmiCXrMZbUnGrcjna
1483,156,454.42,2,gwQoEcWfvKYmIAHxAyJJanRFSXtrrqR
1484,23,1689.63,1,UqjgBZLaqpUxQdFPVbfHxXUsTkMKXmqptLLPuJVJfu
1485,124,898.88,9,ytsRikRJqogxyjkevOlErVzwZ
1486,57,394.55,5,BEmuyDeORNKWAlCEatQspGAmPriEGfXMfesxftfutJgKzw
1487,34,1148.21,6,KDsvdsTAXPGpmMXfnDSZJOnzkEw
1488,67,1762.54,2,YplxUfNSeIyFbSTCQgVx
1489,74,1215.33,6,eArSswRBDFiYgzkUarUxSvrHQBP
1490,90,1135.0,12,CVuuYKAEbvflrLNdkCzIkiRHtNTSyltNPzKbFCjALyWrocU
1491,170,1686.8,8,JpNZsetzkYOvUYHetLNUp
1492,110,968.43,4,IQzSKJkNPndroLLEauNdJJCGqIYSiungPjuYCZEPDHyMIHvc
1493,74,34.34,5,ZeqFYuvVjBivqsbwXzDeXu
1494,60,996.23,15,PZSAJLtVBIZrpOxItuYtzEFm
1495,154,369.05,3,OxPFMoGRYAwnpBLnflGaYGfWicmWAQpomgHXBeCySCIpR
1496,128,151.85,11,sUPONSJqtxJsjrVgvjXoFO
1497,27,785.31,6,XKbIjZiRSFhbzNNrhELVyYzAGoXjzeTcQEV
1498,174,423.12,11,BmslZkNPQSOOHwfPFEdyIVs
1499,153,1515.96,1,rqzwJMwMlAmsVbVBLaJlzeKEgXGllsuqtLS
1500,101,1160.78,3,NfPgGFeEEatkBekpLznTghAbtdW
1501,160,1250.51,5,ctFcSInbjvfNgwzOkolGRnTzdGxJhVVEASCSHeYuebE
1502,48,893.73,7,ZcqosfyQwpWJWVTjmuEzgelmKocBkddc
1503,147,1309.86,12,dIKKEeJpwrIKUUMEtQJVeZL
1504,59,940.27,13,nJrOHTAFUpqnDWnncNcudo
1505,106,704.81,7,JoQehWdNgPTUYLtjPARGvnsP
1506,55,134.73,11,aBkOfqEptkoWaAwVZECalrSKtgknKC
1507,104,1001.13,11,ifkBpCglfRaCgFLwSInFulSAQhDkPOkNWwXrNHxJaenFxKUE
1508,124,187.02,2,XrjYwSZCDLTwBOWsgPDWHKmcMrctBgRqCLxoVlg
1509,170,1251.58,13,efzGQefJjfzhsAwCDwWjjNEWItsRRolVwhTsOCiOJTfBiDyQw
1510,12,1990.81,14,waONQQzkvBhgotOGrvwvFj
1511,140,1242.73,4,vjsvlxomRFhycKVEnKzLbzwCErRMnVhXvgKKiQzrIvtctxPXz
1512,57,761.56,3,csLcHTKKmFJfNreEJdHQJXJyuDIE
1513,104,1132.9,4,mnKftxtQDFuwUnhdRjAzNZDGUALARfeLVMSanjuTw
1514,70,1170.84,9,UZgMarMCrIIbouGQzHBEXFebwifKbfprSyHMewiOAav
1515,193,1123.48,1,XXJcUSmChqynJVRljKLMxVPX
1516,40,1851.43,10,pzmCFDTSRaCNMjEMmRNv
1517,119,891.69,4,fSPNQznzcTmcyDmNCIcALCjhWSXuC
1518,128,22.87,12,GCwhlsJIOUJPvfHMnMjEkZHuAULtbmNjbNMxUCbPHk
1519,67,1269.71,7,ZOdHGhJalIkovLIOJVVHkEn
1520,40,118.27,13,ZTBITSnUuDdbuWbNvHMyYnKJXJXFxpiEReuSgMdefZIJgCd
1521,116,1949.08,12,lBGJfYQlWklMFCGVQXMQNiZLefLRNoKDq
1522,139,241.08,4,jeyKvAAMsoMpjqqNGqJiavzlrsNvWMyuaGuSjcMzQ
1523,186,1185.77,9,KwNDLuRSyaayCKiSYIwwrUqqEnjddBCdkfxnhumF
1524,14,1317.73,8,NLwabwhSTJfUMokggUXJOLi
1525,98,602.29,4,jtGTZgpeuMtrfvEflfgCkNkkAUklGmStVWjaIbl
1526,3,890.21,13,yarfjaxTqHmgogPSTsuhHcPQ
1527,113,339.65,12,NllHPUhyIWjfRknpmojDRwemJyJDoHzIoJCdywGljnaHTojdsK
1528,69,161.29,12,CIknRqnVzrbWNSdQHFWDSon
1529,169,1990.52,13,MqKoGopkwOZUYQgknkdXkGxoXuWrhpoSYJCaJgYd
1530,36,170.75,1,yzLGaytNTmwPrXRuhoPXJgwGlPyW
1531,196,696.43,6,ZVMrpeaBZBnCMguavrngh
1532,19,784.43,6,NooKQJBBwttyYqufvxEpnovkHOEHMP
1533,196,325.28,15,WCrusQvsQcfayIwCyTwxIYJOIaKiM
1534,53,871.26,8,spDfMZnIOLmSjtGJZqGfc
1535,150,1956.71,9,RumEuhkdkwFNUAyTLuOdPDWZbdwZ
1536,89,340.4,12,AYsEZtiuTKnwJYIGpDDyYSKzMqeQHxrdgsy
1537,22,978.93,12,nFSIPGOMuLYgslvSrlFoNOqjzmMOej
1538,120,1115.73,11,ZJlPyLHaWXxDQSfrMdUYOcuTxR
1539,61,1295.24,9,gHcHUHioWXqSUVYEpfKoNLPYdbapEs
1540,48,1426.25,5,KUTWUCGffOrpNhyZhlaRAbxbhyAdp
1541,40,689.02,6,hZfZNAqOXwvGmcUDWcrWibsOebjoqEIhoNYBlcGDPlR
1542,140,1790.63,2,lTBRWAwyvMUIuSaSTsRbSon
1543,80,996.45,13,PucurFgnGqWJeRUQQlfvfhFiTZPZJJhhtFSUPofoQLDYKltO
1544,123,728.79,6,TZPtGaQUsJSWWZWHRgFWwSlWRgENdnUuFVgJLsvYLiHY
1545,123,1956.48,2,kBUgEaDmmdsJcCMYHKsGMbtUVsvopsSAmtMzBDCds
1546,94,88.93,7,QQMAjslNWWxqPJxEBaXhTkoQpGGqhqZ
1547,101,1489.91,1,pPlGLFOJHRmCDzejxvIYpCKMDrpLXtTyBsqlhScEKvt
1548,181,1487.49,11,YHfIFBjdPcxRSqgnqFdEIApkzzOoJrHeHFSp
1549,79,1562.87,11,hEQjtjRMohgxjRunOAoBtqatUcAaOdXDEAHv
1550,108,878.4,6,gTRqlBObKXSfhOIRFrgZOJbLAIdqqUPDqVAI
1551,46,636.08,8,pgIOkyHSOksNyzXvxDjmBHrvvC
1552,104,1145.77,11,FxhvCTzMaJLKmxEHZbrhCdVGtMZUJtJe
1553,4,1749.72,4,SHMPplkYbxODxVUUIsnGTiyjsTEaVzhffvAl
1554,198,302.98,13,lgPvlqSSHdTdmEKgeEltqxyUINQHwQA
1555,87,662.82,1,hOOHRBsjkVULFlomVZOtmiqkcwAETVcnMHRgv
1556,31,786.41,5,LncKNhmJUZTdcBhlMUqHoPwVpIOqHzcWWlSEBAoElujKTuDuU
1557,13,1690.94,7,ogGipCDMnLmHvFEvNbAdf
1558,153,1148.68,5,HJpySbKTcOLeESGNPAejXjxcklDrEtsLCBBUIMi
1559,42,17.01,12,osoQVVICuJlSRhpZfIHArBXkbaIcIvcjpNvQmDKjoPp
1560,198,298.28,7,ytSRCiXtTpisfEchYAVqkXKHRVHgYfzYJh
1561,82,10.21,6,vADwDzEVRsmQhmMaQcrplNLHWmJQR
1562,22,1571.41,15,sFmNweaeRYvjUXuJWQbAPzomU
1563,78,1882.01,10,JyVURslrlBzhewbiARiaolwzUHfdcNTHXMlTLxNT
1564,127,1793.88,2,FrckJzJkPCMIIMXmnLvhODvOdTontgTLvxXEGPXdl
1565,121,564.33,4,HnlrvSLJfUFmknsRFFnN
1566,91,347.91,14,JvqthjkcCJNsMAWXoHeVIWdogD
1567,116,797.54,2,cbLxMOrpDykYtKGyCEFVcuFxNMjJsSCTEn
1568,161,1503.47,2,fzVieEOkcFSEeVpTxTRHTxtqnYaRJReZFICcqAWZ
1569,120,662.72,3,rvaVVkiefiWZMgSWtBzcRZaqEhqhMPUTvBKstPhamTnAgzuuq
1570,81,925.06,11,kyzXaSqCksWIijxqxEAqSMPVZWFtKaAfdluRsoWPA
1571,26,689.48,9,ZPTDjPXMHqlPzChXzjSMwTgFxpuzlMQaPRNoHwx
1572,31,1864.45,1,vnohvTNzuOAxLgTQBRxDfz
1573,21,637.76,1,RtbPGtjyIxumPKYwnWITYaMXrEEJyyKQPgOpoDCdxxHVtCQo
1574,147,1282.82,13,ZmajYbFyKzEcgdCMJPwlKlvPZbWCmZ
1575,146,1134.65,2,eYkCftepzPJGzpwbuIkXsYSYLbRbexjEXLLzescvtotAhZad
1576,58,1216.94,4,YSWVRMdTjEyWqFMoZIoRoOvNvsz
1577,2,357.78,3,bYJvVsflrYMlICwPfPmZ
1578,188,1172.33,5,SwfvgoGpsFFRCyQbnSROVbNiWWcOt
1579,106,305.88,11,pyzvSEqrHjWImmRPychPlMJDuEkWhQkcmNURejovlv
1580,83,75.75,12,TwXlYXcMUMItGPXOyDpmJumZLQKhlnnvQVD
1581,185,134.27,5,MqBChybJGRUDWvTKJKTt
1582,102,1220.72,7,vhXTToanHbAJWXQHqjJjaoLtYqZLtNvRvPRGPikU
1583,97,275.23,3,HurxSmJMuVWAEdAnZcDHjeAeGDevI
